27,1,-254,104
32,6,-260,216
24,2,-253,319
30,8,-263,422
30,1,-259,525
30,5,-259,628
28,5,-257,731
28,2,-259,834
29,5,-260,937
28,3,-259,1040
28,4,-259,1143
28,4,-258,1245
28,4,-259,1347
28,3,-259,1449
28,4,-257,1552
29,3,-259,1654
27,4,-259,1757
28,4,-259,1859
27,5,-255,1961
29,4,-259,2064
30,4,-261,2166
28,4,-259,2268
29,4,-259,2370
29,3,-261,2472
26,5,-259,2575
28,4,-258,2678
29,5,-259,2780
28,4,-259,2883
27,5,-257,2985
29,4,-257,3088
27,4,-259,3190
29,4,-258,3292
29,5,-259,3394
30,3,-258,3497
28,4,-258,3600
30,4,-258,3708
87,-135,-239,3810
18,74,-259,3913
53,118,-277,4016
12,-77,-255,4119
19,-32,-249,4222
52,29,-278,4325
18,91,-253,4428
29,60,-266,4531
17,-40,-254,4634
31,-44,-263,4737
48,20,-265,4840
54,111,-206,4943
29,68,-271,5046
17,-51,-249,5149
30,-47,-241,5252
37,1,-265,5355
33,104,-247,5458
33,75,-260,5561
4,-35,-253,5664
29,-50,-267,5766
51,13,-265,5869
32,65,-247,5972
47,70,-262,6075
38,-58,-244,6178
14,-45,-267,6281
54,15,-262,6384
27,69,-251,6487
25,86,-267,6590
30,-49,-250,6693
31,-51,-244,6796
44,13,-266,6902
32,66,-242,7005
38,83,-273,7108
29,-62,-257,7211
24,-29,-262,7314
39,22,-268,7417
13,71,-252,7520
46,77,-272,7623
15,-57,-261,7726
27,-55,-240,7829
14,9,-272,7932
34,81,-246,8035
35,70,-271,8138
15,-43,-251,8241
26,-67,-239,8344
42,8,-254,8447
13,70,-260,8550
28,80,-262,8653
25,-44,-251,8756
62,-54,-248,8859
14,16,-263,8962
30,78,-256,9065
25,88,-276,9168
21,-46,-255,9271
-7,-71,-248,9374
3,-9,-269,9477
24,80,-257,9580
26,69,-270,9683
45,-44,-256,9786
0,-75,-243,9889
-2,4,-265,9992
1,102,-264,10094
40,72,-263,10200
30,-50,-251,10303
34,-51,-248,10406
-1,1,-270,10509
3,107,-264,10612
29,77,-270,10715
27,-41,-253,10818
1,-43,-246,10921
-2,-6,-265,11024
23,97,-263,11127
33,76,-266,11230
20,-26,-248,11333
34,-52,-256,11436
17,16,-259,11539
19,89,-262,11642
47,68,-265,11745
16,-38,-252,11848
31,-54,-237,11951
-6,10,-271,12054
0,96,-261,12157
33,83,-281,12260
12,-29,-255,12363
-5,-50,-249,12466
4,-5,-269,12569
19,92,-262,12674
34,76,-263,12777
12,-20,-256,12880
14,-54,-247,12983
-1,10,-273,13086
3,94,-265,13189
35,81,-273,13297
26,-37,-249,13400
-6,-51,-242,13503
25,7,-263,13606
9,107,-259,13709
26,65,-267,13812
20,-49,-251,13915
33,-45,-259,14018
12,13,-259,14121
13,101,-262,14224
54,81,-256,14327
18,-40,-256,14430
12,-53,-245,14533
1,1,-263,14636
32,99,-254,14739
29,76,-272,14842
27,-44,-253,14945
24,-56,-237,15048
38,12,-248,15151
36,98,-255,15254
29,69,-276,15357
27,-36,-249,15460
29,-50,-245,15563
7,3,-265,15666
1,101,-259,15769
36,75,-268,15872
26,-58,-250,15975
9,-64,-242,16078
9,-8,-263,16181
12,101,-258,16288
37,71,-272,16391
41,-50,-250,16494
33,-66,-268,16597
20,15,-251,16700
5,113,-263,16803
41,73,-261,16906
14,-48,-253,17009
23,-54,-250,17112
8,11,-264,17215
36,97,-250,17318
40,75,-272,17421
13,-35,-249,17524
5,-54,-232,17627
44,18,-250,17730
14,108,-258,17833
41,65,-278,17936
26,-29,-250,18039
33,-55,-248,18142
16,16,-260,18245
3,105,-260,18348
46,73,-270,18451
7,-49,-249,18554
20,-48,-245,18657
12,14,-267,18760
-3,98,-258,18863
38,83,-281,18966
7,-32,-237,19069
-13,-48,-249,19172
50,16,-253,19275
-4,106,-259,19381
33,75,-280,19484
13,-62,-245,19587
30,-54,-253,19690
22,10,-267,19793
-4,106,-252,19896
51,77,-259,19999
11,-51,-246,20102
9,-50,-245,20205
13,6,-266,20308
17,106,-255,20411
31,86,-269,20514
18,-48,-245,20617
4,-56,-230,20720
31,31,-256,20822
15,99,-252,20925
27,80,-276,21028
24,-47,-245,21131
42,-63,-252,21234
34,29,-262,21337
9,98,-250,21440
44,82,-272,21543
20,-55,-253,21646
6,-55,-257,21749
36,14,-264,21852
5,92,-257,21955
22,95,-288,22058
29,-54,-249,22161
-16,-57,-238,22264
30,37,-269,22370
14,95,-240,22473
32,86,-285,22576
7,-59,-262,22679
8,-57,-256,22782
35,21,-268,22885
6,100,-245,22988
19,86,-279,23091
30,-57,-249,23194
-15,-56,-248,23297
31,32,-269,23400
13,77,-246,23503
25,98,-280,23606
41,-48,-253,23709
23,-61,-249,23812
33,28,-273,23915
0,93,-251,24018
37,92,-264,24121
19,-53,-253,24224
-5,-55,-234,24327
45,-5,-275,24430
10,105,-248,24533
23,89,-287,24636
39,-51,-252,24741
-21,-70,-234,24844
35,30,-266,24947
4,91,-250,25050
25,100,-264,25152
47,-41,-255,25255
10,-60,-244,25358
32,29,-270,25472
3,85,-245,25575
42,78,-292,25678
2,-52,-245,25781
19,-45,-272,25884
21,36,-276,25987
18,83,-238,26090
50,82,-275,26193
8,-67,-259,26296
8,-66,-247,26399
37,36,-273,26502
12,78,-243,26605
51,78,-290,26708
21,-40,-249,26811
44,-54,-257,26914
24,32,-288,27017
1,74,-242,27120
34,107,-276,27223
-4,-52,-245,27326
24,-44,-255,27429
41,14,-276,27532
14,91,-245,27635
52,66,-289,27738
10,-43,-244,27841
8,-50,-251,27944
59,-19,-267,28047
1,74,-246,28150
33,99,-269,28253
39,-41,-252,28356
22,-56,-247,28459
45,13,-272,28566
13,95,-251,28669
51,69,-292,28772
20,-40,-246,28875
15,-59,-244,28978
10,29,-276,29081
24,74,-247,29184
20,106,-261,29287
49,-43,-261,29390
59,-66,-234,29493
30,11,-274,29596
21,88,-249,29699
21,87,-257,29802
30,-53,-251,29905
27,-64,-241,30008
54,-23,-259,30111
11,105,-261,30214
40,100,-264,30317
34,-36,-257,30420
-3,-85,-266,30523
49,-21,-258,30626
10,75,-254,30729
7,97,-265,30832
45,-22,-261,30935
16,-98,-244,31038
46,-18,-263,31141
6,104,-261,31244
4,72,-264,31347
36,-8,-268,31449
10,-90,-257,31556
30,-19,-266,31659
24,78,-257,31762
14,95,-258,31865
34,-13,-268,31968
18,-97,-244,32071
47,-24,-263,32174
5,103,-263,32277
3,69,-264,32380
37,-5,-261,32483
0,-95,-262,32586
34,-26,-254,32689
23,100,-262,32792
6,70,-238,32895
40,-26,-267,32998
19,-115,-252,33101
23,-12,-245,33204
7,106,-263,33307
-8,72,-262,33410
19,-4,-271,33513
48,-100,-250,33616
22,-23,-250,33719
22,93,-264,33822
3,75,-255,33925
34,-8,-269,34028
18,-102,-250,34131
33,-13,-246,34234
43,82,-261,34337
31,52,-252,34439
23,-3,-277,34546
63,-104,-245,34649
32,-21,-261,34752
32,83,-262,34855
16,63,-261,34958
22,-3,-279,35061
3,-88,-258,35164
50,-25,-259,35267
25,93,-256,35370
17,48,-247,35473
35,-7,-268,35576
40,-95,-232,35679
65,-41,-253,35782
43,79,-265,35885
24,49,-258,35987
13,7,-274,36090
66,-106,-247,36193
31,-43,-267,36296
39,79,-262,36399
21,58,-255,36502
17,5,-275,36605
52,-117,-263,36708
66,-40,-256,36811
39,75,-258,36916
6,59,-252,37019
15,6,-270,37122
65,-103,-248,37225
40,-43,-265,37328
26,77,-261,37431
19,59,-256,37534
24,5,-277,37640
55,-134,-265,37743
82,-46,-247,37846
36,80,-255,37949
-4,70,-252,38052
21,14,-273,38155
73,-118,-245,38258
29,-59,-269,38361
26,67,-271,38464
10,58,-248,38567
23,4,-275,38670
42,-142,-274,38772
5,-54,-264,38875
35,52,-267,38978
7,60,-253,39081
39,-5,-263,39184
-2,-133,-314,39287
2,-60,-274,39390
25,66,-269,39493
50,49,-231,39596
43,27,-262,39699
36,-109,-264,39801
14,-49,-260,39904
32,53,-267,40007
42,54,-226,40110
39,10,-260,40213
-11,-123,-310,40316
26,-39,-249,40419
52,49,-260,40522
25,57,-243,40628
31,21,-268,40731
34,-113,-268,40834
17,-39,-255,40937
26,56,-270,41040
39,46,-228,41143
26,16,-249,41246
-8,-120,-309,41349
26,-43,-250,41452
48,48,-258,41555
17,35,-246,41658
31,26,-264,41761
30,-131,-272,41864
18,-42,-245,41967
29,55,-263,42070
48,44,-235,42173
19,19,-257,42276
50,-59,-253,42379
25,-46,-245,42482
50,49,-261,42585
12,39,-251,42688
45,6,-261,42791
43,-100,-260,42894
40,-40,-240,42996
48,31,-260,43099
-1,55,-265,43202
49,9,-250,43305
40,-57,-254,43408
5,-31,-255,43511
50,55,-259,43618
33,57,-237,43721
38,9,-262,43824
30,-125,-271,43927
22,-44,-242,44030
53,23,-260,44133
-6,62,-256,44236
26,20,-252,44339
50,-69,-252,44442
0,-29,-249,44545
17,26,-272,44648
6,41,-245,44751
36,5,-264,44854
33,-46,-250,44957
-15,-45,-242,45060
48,42,-264,45163
9,60,-258,45266
28,10,-264,45369
-5,-71,-263,45472
3,-34,-249,45575
18,25,-271,45678
2,53,-280,45781
44,5,-249,45884
51,-45,-252,45987
-1,-49,-247,46090
13,33,-255,46193
-12,65,-259,46296
46,2,-260,46399
18,-54,-255,46502
-12,-39,-255,46605
22,23,-265,46712
7,56,-283,46815
35,17,-252,46918
34,-51,-248,47021
-4,-35,-256,47124
11,17,-264,47227
7,53,-262,47330
34,7,-260,47433
-5,-72,-262,47536
-20,-57,-255,47639
20,29,-268,47742
-2,56,-280,47845
34,22,-254,47948
-13,-78,-262,48051
-3,-37,-240,48154
12,19,-262,48257
56,102,-253,48360
6,28,-254,48463
-15,-79,-262,48566
-6,-57,-252,48669
44,16,-257,48772
56,109,-256,48875
20,21,-249,48980
-6,-82,-260,49083
43,-51,-243,49186
21,18,-262,49288
45,99,-257,49391
14,21,-247,49494
52,-79,-251,49597
-2,-32,-255,49711
13,29,-274,49814
16,59,-266,49917
25,11,-246,50020
34,-48,-254,50123
-16,-39,-243,50226
16,18,-260,50329
-7,52,-273,50432
38,16,-256,50535
-10,-70,-260,50638
-11,-46,-256,50741
9,26,-268,50844
8,70,-272,50947
22,19,-244,51050
17,-82,-257,51153
-24,-50,-244,51256
22,17,-259,51359
65,84,-249,51462
12,21,-249,51565
-17,-70,-264,51668
-21,-48,-254,51771
47,12,-256,51874
62,109,-262,51977
26,22,-246,52080
7,-81,-261,52183
45,-47,-246,52286
55,22,-250,52389
58,96,-255,52492
9,22,-251,52595
62,-80,-250,52698
14,-59,-252,52806
50,14,-252,52909
19,89,-272,53012
7,22,-251,53115
3,-75,-255,53218
45,-46,-253,53321
21,18,-262,53424
59,94,-256,53527
11,23,-254,53630
65,-81,-247,53733
14,-54,-250,53836
52,18,-249,53939
55,101,-272,54042
4,27,-245,54145
22,-79,-253,54247
61,-52,-245,54350
50,20,-252,54453
7,109,-288,54556
18,21,-252,54659
68,-77,-249,54762
79,-56,-262,54865
31,19,-244,54968
47,110,-276,55071
19,24,-252,55174
64,-72,-259,55277
76,-64,-280,55380
54,23,-250,55483
6,109,-289,55586
8,37,-259,55689
70,-74,-259,55795
77,-57,-267,55898
23,22,-241,56001
41,113,-282,56104
32,23,-248,56207
72,-75,-250,56310
77,-59,-280,56413
35,23,-253,56516
-8,104,-284,56619
8,28,-264,56722
40,-65,-261,56825
77,-55,-271,56928
21,22,-247,57031
-11,101,-276,57134
26,43,-263,57237
58,-73,-257,57339
66,-59,-283,57442
-7,28,-258,57545
36,112,-245,57648
16,28,-262,57751
41,-61,-265,57854
33,-59,-295,57957
12,7,-264,58060
23,95,-265,58163
28,52,-253,58266
36,-62,-262,58369
20,-44,-279,58472
-3,19,-263,58575
59,104,-238,58678
28,71,-260,58784
27,-62,-269,58887
32,-56,-277,58990
16,-3,-264,59093
25,110,-245,59196
25,59,-259,59299
38,-56,-250,59402
15,-33,-282,59505
7,-5,-254,59608
29,109,-259,59711
32,84,-263,59814
24,-53,-252,59917
27,-53,-268,60020
52,7,-259,60123
29,88,-250,60226
27,67,-271,60329
33,-55,-253,60432
30,-58,-268,60535
29,11,-265,60638
15,91,-263,60741
47,79,-266,60844
22,-52,-255,60947
12,-67,-233,61050
38,2,-256,61155
2,96,-260,61258
20,68,-276,61361
27,-37,-252,61464
20,-59,-258,61567
11,2,-271,61670
6,87,-264,61773
40,84,-276,61881
40,-44,-253,61984
-17,-71,-236,62087
-4,-23,-276,62190
-2,96,-260,62293
12,76,-258,62396
21,-33,-252,62499
35,-78,-239,62602
