31,8,-258,103
25,1,-252,218
27,19,-284,321
66,-66,-240,424
2,1,-247,527
40,91,-296,630
1,-22,-245,733
13,-4,-243,836
60,-49,-284,939
10,-2,-291,1042
109,-37,-229,1145
87,-41,-233,1248
125,7,-285,1351
11,-21,-214,1454
22,-2,-261,1557
87,44,-251,1660
48,-26,-252,1763
41,-28,-240,1866
79,14,-281,1969
49,44,-266,2072
33,-69,-230,2175
5,2,-259,2278
105,29,-233,2381
41,-16,-281,2484
64,87,-183,2587
-21,-109,-351,2690
-7,-122,-259,2793
14,108,-264,2896
146,-69,-270,2999
-17,-8,-234,3102
-23,180,-309,3205
116,-229,-236,3308
-34,118,-355,3418
30,62,-288,3521
7,-18,-214,3624
-59,-38,-269,3727
110,58,-307,3830
43,0,-213,3933
71,39,-268,4035
34,-27,-243,4138
36,-46,-256,4241
64,-83,-240,4344
-31,-45,-223,4447
41,5,-286,4550
29,12,-272,4653
24,-10,-268,4756
51,9,-193,4859
62,34,-296,4962
10,27,-223,5065
56,-24,-279,5168
47,14,-210,5271
43,1,-264,5374
76,38,-287,5476
-31,0,-267,5579
65,0,-278,5682
-11,-5,-238,5785
44,5,-275,5888
63,47,-252,5991
35,35,-270,6094
16,-102,-272,6197
60,107,-201,6300
32,-43,-286,6403
14,-59,-244,6506
14,85,-222,6614
81,-26,-271,6717
85,-137,-208,6820
-5,141,-296,6923
85,-33,-250,7026
24,-25,-218,7129
48,41,-266,7232
59,78,-268,7335
59,29,-259,7438
-48,-95,-198,7541
-33,98,-357,7644
-69,-67,-231,7747
76,36,-258,7850
116,-18,-260,7953
20,3,-238,8056
47,22,-265,8159
41,-15,-271,8262
15,-49,-248,8365
25,35,-237,8470
40,79,-303,8573
-4,-1,-268,8676
67,-19,-189,8779
18,61,-313,8882
89,-5,-298,8985
-95,-32,-248,9088
57,45,-291,9191
9,-27,-250,9294
19,-50,-264,9397
-11,8,-239,9500
29,-3,-287,9603
18,40,-290,9706
-70,64,-245,9814
56,-50,-286,9917
50,0,-240,10020
-13,33,-235,10123
48,30,-267,10226
12,-11,-254,10329
83,-120,-250,10432
-2,0,-237,10535
71,89,-276,10638
9,15,-253,10741
24,52,-257,10844
135,-229,-191,10947
42,172,-378,11050
-51,-188,-233,11153
53,68,-309,11256
87,135,-324,11359
-71,-119,-229,11462
15,95,-281,11565
-36,-77,-232,11668
43,-26,-245,11771
12,30,-269,11873
-38,-17,-252,11976
-31,-29,-259,12079
58,-14,-248,12182
63,47,-286,12285
-13,-65,-231,12388
-39,27,-288,12491
31,-31,-230,12594
-9,-24,-231,12697
108,34,-297,12807
-17,-16,-230,12910
35,0,-289,13013
24,45,-271,13116
31,-45,-266,13219
15,-11,-253,13322
31,3,-289,13425
32,87,-249,13528
-19,-35,-222,13631
102,143,-204,13734
-31,-142,-378,13837
85,83,-169,13940
84,-29,-271,14043
79,-30,-261,14146
-60,61,-264,14249
75,-130,-227,14352
22,102,-244,14455
55,43,-286,14558
40,-131,-241,14660
-25,268,-270,14763
71,-102,-255,14866
16,-78,-214,14969
46,23,-295,15072
10,66,-316,15175
-18,-38,-224,15278
-63,-77,-216,15381
67,45,-289,15484
-32,-21,-246,15587
67,-37,-249,15696
-12,-4,-253,15799
35,17,-266,15902
30,26,-280,16005
12,-25,-258,16108
42,-10,-265,16211
-4,8,-197,16314
68,-88,-293,16417
72,82,-238,16520
-3,-47,-227,16623
-39,18,-282,16726
111,-70,-264,16829
-35,26,-197,16932
8,-37,-300,17035
63,25,-286,17138
-22,9,-249,17241
25,85,-254,17344
34,-14,-259,17447
45,2,-270,17550
9,-52,-243,17653
69,107,-240,17756
8,68,-282,17859
-28,-121,-302,17962
-29,-6,-265,18065
42,40,-278,18168
76,-131,-250,18271
-19,332,-251,18374
3,-157,-241,18477
76,188,-244,18580
114,-41,-258,18687
